est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
291,651,56419,62458175,19,0
278,622,76109,55678171,19,0
5,12,28155,1378834,28,0
64,145,78690,5236114,23,0
21,47,47923,59812202,25,0
44,99,21734,74046431,23,0
9,21,55751,58537972,27,0
46,103,32960,13109005,23,0
5,11,48842,3348195,23,0
242,542,34968,55664638,20,0
31,71,55756,12641866,24,0
6,14,24996,771668,28,0
46,103,64501,14248108,23,0
105,236,29234,13146398,22,0
13,118,17697,60427082,26,0
8,18,18090,564255,27,0
201,450,18310,71790708,20,0
151,338,43867,17962677,21,1
231,517,68191,6800005,20,1
80,179,44982,51811715,22,0
42,94,57182,39413316,24,0
33,74,49290,6011247,24,0
27,62,38090,12110893,24,0
25,55,47816,48940573,25,0
19,43,28723,30620540,25,0
42,94,42608,2679198,24,0
30,68,21982,19084914,24,0
25,56,38548,30529911,25,0
183,411,70047,69746269,20,0
139,311,49576,18952920,21,1
22,49,43310,20936323,25,0
192,430,88358,25958439,20,0
231,517,58157,57221804,20,1
8,17,67141,72696599,27,0
4,10,15779,53693131,28,0
192,430,22850,7114893,20,1
121,271,76065,73269165,21,1
78,174,7377,36123766,22,0
133,297,67501,16809772,21,1
6,15,10387,28803554,27,0
88,196,70459,32828675,22,0
104,234,33764,49790396,22,0
96,215,26200,27321737,22,0
73,163,55731,44801098,22,0
46,103,59328,17814256,23,0
76,171,100938,32140972,22,0
48,108,7079,72120981,23,0
31,71,74703,71426646,24,0
105,236,74316,47956828,22,0
60,136,22371,17654080,23,0
173,387,54351,26786094,20,0
50,113,50328,3497284,23,0
265,594,59781,54761618,20,0
35,78,39894,7156750,24,0
21,47,24102,44459585,25,0
11,26,15849,25915388,26,0
69,156,85403,73251705,22,0
69,156,50619,30351256,22,0
51,115,62666,21644552,23,0
19,43,35006,3013990,25,0
29,65,9173,37342576,24,0
56,125,15313,45758955,23,0
36,82,53232,67205725,24,0
113,253,9780,46208122,21,0
16,35,29477,4316536,26,0
160,358,42073,59240892,21,0
29,65,27287,6342528,24,0
25,56,48520,38715308,25,0
60,136,39865,43458935,23,0
60,136,29193,69782355,23,0
12,28,33161,35746712,26,0
30,67,33334,24941999,24,0
27,62,24064,53604907,24,0
7,16,32187,3808913,27,0
197,440,35733,7685193,20,0
211,472,25714,73838585,20,0
9,20,31032,63558340,27,0
23,52,51505,67748666,25,0
25,56,55590,3611334,25,0
16,37,16296,35350223,25,0
230,515,35747,44945437,20,0
121,271,29296,23286678,21,0
42,94,79202,39644723,24,0
8,19,27578,43471162,27,0
5,13,34473,26345701,28,0
116,259,36095,62204943,21,0
27,62,63640,50782915,24,0
46,103,31896,15746050,23,0
29,66,27888,70863142,24,0
218,487,74979,37484159,20,0
56,125,20667,62139145,23,0
46,103,61465,53276750,23,0
50,113,38069,119995,23,0
58,130,22062,30771548,23,0
13,31,53445,55534359,26,0
21,48,82831,55251324,25,0
305,682,69285,39082128,19,0
19,43,70911,6024815,25,0
11,25,38346,5174819,26,0
86,193,41922,70345798,22,0
71,159,68742,52286041,22,0
234,524,28333,46807562,20,1
42,94,105238,4838434,24,0
41,92,100465,72535219,24,0
15,34,38039,51922729,26,0
13,29,25025,6535638,23,0
21,46,25828,28299452,25,0
21,47,17805,55210188,25,0
58,130,52490,39162177,23,0
31,71,32559,40741233,24,0
110,247,35141,54361112,21,0
124,277,50719,14742800,21,1
183,411,22845,2433586,20,1
63,142,15207,52957024,23,0
29,65,20018,5083715,24,0
69,156,42126,21586553,22,0
20,45,49559,61892653,25,0
139,311,62282,42604575,21,0
35,78,62007,57201688,24,0
76,171,13019,20188032,22,0
211,472,12544,44477957,20,0
21,47,55483,18069738,25,0
58,130,10432,28990444,23,0
236,529,76654,61300605,20,0
110,247,44506,52458462,21,0
27,62,28417,10455121,24,0
242,542,49078,29087213,20,0
110,247,77691,23468102,21,1
10,24,29726,1444983,26,0
10,22,22894,18105576,27,0
88,196,87588,44767027,22,0
92,206,55958,9820576,22,0
30,68,13794,12438723,24,0
10,22,28853,18664914,27,0
20,45,19583,7090601,25,0
32,72,103163,65142932,24,0
116,259,55643,22075631,21,0
5,11,50830,62102200,28,0
6,13,17465,676184,28,0
16,37,40077,39750054,26,0
15,34,18023,31668721,26,0
15,33,85197,297814,26,0
46,103,75310,11991215,23,0
221,494,95752,74019040,20,0
17,38,54601,18735703,25,0
33,74,28183,65069679,24,0
63,142,48113,69309308,23,0
10,23,28625,35497590,27,0
35,79,31576,6846205,24,0
8,17,39662,27128130,27,0
69,156,50999,48262042,22,0
36,82,38179,4346035,24,0
10,23,47914,1260553,27,0
152,342,82784,58732009,21,0
20,45,69155,66659897,25,0
278,622,74853,61987935,19,0
10,22,53403,59302893,27,0
10,23,39181,3311993,27,0
42,94,29844,74595698,23,0
6,13,40303,481975,28,0
38,85,42859,11130589,24,0
12,28,52689,705791,26,0
60,136,85317,51106021,23,0
10,22,34133,15132797,27,0
116,259,33389,70917407,21,1
96,215,63911,4842366,22,0
11,25,41645,1585089,26,0
63,142,44703,9902637,23,0
22,49,67733,68441029,25,0
13,31,48757,2356750,26,0
13,31,23710,7262045,26,0
6,15,83424,71612236,27,0
48,108,28685,23549738,23,0
8,19,22686,3587999,27,0
13,31,44325,2262339,26,0
146,326,36190,6372369,21,1
11,25,29508,11577426,26,0
20,45,53937,31474208,25,0
146,326,52622,24012308,21,0
139,311,59467,51975443,21,0
48,108,33579,48395195,23,0
15,34,33484,25181867,26,0
23,51,57063,60952906,25,0
16,37,21766,71416204,26,0
199,446,55177,63276063,20,1
4,10,23785,668857,28,0
16,37,82547,69526446,26,0
16,35,57632,39051348,26,0
12,27,4358,8048244,26,0
57,129,34329,61411392,23,0
23,51,27947,30437098,25,0
13,29,68342,60026978,26,0
50,113,28857,74536690,23,0
5,12,32319,27736856,28,0
60,136,95074,9077914,23,0
33,74,78171,57118317,24,0
55,124,71046,62204325,23,0
17,39,44190,1385965,25,0
3,6,44190,54191517,29,0
7,16,57248,62599863,27,0
92,206,19674,11169083,22,0
24,54,61689,43531070,25,0
44,98,58357,36564845,23,0
199,446,52606,29671420,20,0
22,50,58901,22526041,25,0
11,25,6485,4085206,26,0
38,85,17646,16038216,24,0
146,326,62121,65161598,21,0
10,23,75173,54822768,27,0
29,65,69736,2833691,24,0
76,171,47805,30209738,22,0
110,247,21568,27319911,21,0
38,85,17541,20297465,24,0
40,89,27646,27612644,24,0
127,284,77321,14395049,21,1
57,129,32586,36445325,23,0
7,15,44098,1162200,27,0
55,124,42803,47760021,23,0
10,22,24178,33030004,27,0
242,542,34581,60148510,20,0
31,71,32268,9189511,24,0
92,206,24923,61252409,22,0
143,320,24513,15156182,21,0
20,45,64970,48234772,25,0
96,215,47172,10408577,22,0
121,271,22517,47990524,21,1
167,375,60264,10329913,21,0
132,296,22684,54137470,21,0
13,30,61021,38503072,26,0
29,65,51984,67602091,24,0
3,7,36216,35626315,29,0
36,82,44988,1385950,24,0
35,78,66080,52982615,24,0
116,259,105698,2946214,21,1
13,31,56449,54482634,26,0
21,47,30811,900499,25,0
16,37,50711,52895591,26,0
4,8,45122,40561967,29,0
167,375,77671,16037113,21,0
284,636,63560,72199899,19,1
50,113,27683,16359727,23,0
22,49,32380,13393337,25,0
12,28,62624,56251664,26,0
13,31,29566,1195142,26,0
96,215,103850,36838661,22,0
33,74,23952,7923624,24,0
34,76,53316,47622934,24,0
12,28,45251,39839093,26,0
192,430,23684,58846688,20,1
50,113,65802,69885483,23,0
146,326,83019,73362158,21,1
183,411,37436,73309131,20,1
6,14,68365,429963,28,0
84,187,45038,28131315,22,0
30,68,83407,2359835,24,0
21,130,32209,3841659,25,0
20,46,6953,21244190,25,0
17,38,45791,5279674,25,0
139,311,76778,42572659,21,1
63,142,109521,70460089,23,0
9,21,22068,23160059,27,0
253,567,96594,54898247,20,0
38,85,65987,74703025,24,0
21,47,89689,48067359,25,0
36,81,33960,13444140,24,0
92,206,67916,44440044,22,0
245,549,32724,74702123,20,0
14,32,56736,68115186,26,0
24,54,51803,66465876,25,0
88,196,58446,28801840,22,0
7,16,61057,65940916,27,0
29,65,54559,50695327,24,0
128,287,36735,56176153,21,1
211,472,23633,14327134,20,1
19,43,29791,7330877,25,0
127,284,15815,31201715,21,0
22,49,11272,45013160,25,0
12,28,15982,1116280,26,0
139,311,68606,6071936,21,1
17,38,64395,60800973,25,0
31,71,45298,34958450,24,0
6,15,27598,789031,27,0
203,455,99809,71135900,20,1
46,103,26058,63230465,23,0
8,19,20711,1665198,27,0
36,82,30403,43328293,24,0
36,82,17691,22363196,24,0
92,206,49602,34711617,22,0
58,130,53176,24079640,23,0
14,31,24619,31629378,26,0
20,45,63059,71905076,25,0
44,98,49303,4210637,23,0
210,469,34488,32862909,20,1
80,179,46461,22104309,22,0
127,284,62195,53600396,21,0
10,23,21369,42546845,27,0
27,62,21655,18405945,24,0
110,247,33471,74545627,21,1
5,12,26663,37408019,28,0
55,124,40072,49355612,23,0
73,163,52110,14215708,22,0
211,472,96607,69031605,20,0
20,45,48146,57898178,25,0
175,392,63696,32520604,20,1
10,22,30216,2393057,27,0
29,65,79688,63115110,24,0
33,74,36758,6390119,24,0
146,326,18580,54152780,21,0
19,43,68638,70832064,25,0
31,71,10169,22071604,24,0
15,34,34102,215368,26,0
36,80,82651,69284150,24,0
9,21,15011,2957105,27,0
15,34,22776,56442366,26,0
167,375,51467,50776069,21,1
78,174,36767,42563365,22,0
82,184,67084,46480079,22,0
12,27,42589,52789326,26,0
76,171,97280,14414303,22,0
103,232,42996,7440522,22,0
263,588,74896,69776063,20,0
69,156,44169,18037694,22,0
6,13,21846,30244912,28,0
8,18,40080,1179096,27,0
75,169,73677,29596736,22,0
93,208,44419,22291016,22,0
16,37,69511,59869007,26,0
87,195,86720,22538269,22,0
231,517,37179,11904103,20,1
22,49,21553,10718031,25,0
36,82,44190,31037447,24,0
38,85,23833,55085757,24,0
60,136,30645,37283470,23,0
23,51,18759,13959723,25,0
11,25,21638,73351058,26,0
11,24,37815,55601536,26,0
17,39,48098,51336539,25,0
17,39,24913,52183871,25,0
15,34,38262,31684237,26,0
30,68,68800,7057857,24,0
133,297,58931,72579780,21,0
103,231,53539,57123912,22,0
33,74,33411,13462406,24,0
17,39,26156,5019428,25,0
31,70,44099,42339765,24,0
80,179,18494,53276962,22,0
63,142,20324,37329246,23,0
8,20,14335,28687803,27,0
69,156,17930,45682921,22,0
24,54,38400,50595052,25,0
8,19,32839,48391744,27,0
38,85,39836,914505,24,0
60,136,53272,18807249,23,0
19,43,2627,13406294,25,0
20,45,43062,22834342,25,0
305,682,34758,69822809,19,1
69,156,46911,5133407,22,0
3,7,65958,17437951,29,0
133,297,68853,38378356,21,0
23,51,37760,21026773,25,0
88,196,31245,43606626,22,0
84,187,36032,12522736,22,0
4,10,28228,47188398,28,0
23,51,35804,10375591,25,0
116,259,2046,49133785,21,0
55,124,37238,12998744,23,0
168,375,46886,26628341,20,0
66,149,62581,10934805,23,0
152,342,47180,40121015,21,0
31,71,26448,33847765,24,0
201,450,69891,66595856,20,0
183,411,46076,29322960,20,0
12,28,35508,92024,26,0
17,38,18835,31975831,25,0
167,375,19427,39429100,21,0
116,259,43950,64583221,21,0
146,326,17069,27862462,21,0
10,23,15128,13321195,27,0
3,6,17862,33983536,29,0
97,218,15996,36578695,22,0
88,196,41826,22188073,22,0
221,494,59071,72936956,20,0
80,179,44190,22633196,22,0
60,136,30959,31172586,23,0
55,124,42625,15748029,23,0
6,15,44243,36117836,27,0
211,472,30272,52606088,20,1
30,68,59147,65336965,24,0
51,115,53810,44681707,23,0
10,22,92749,64532542,27,0
10,23,34079,3387912,27,0
16,35,33650,7004331,26,0
230,515,34980,66837285,20,0
55,124,44993,15083149,23,0
10,22,15109,15541738,27,0
46,103,21000,19200461,23,0
35,78,36761,57041217,24,0
173,387,52694,66809623,20,0
2,4,22310,66603452,30,0
121,271,37070,33872483,21,1
64,143,49306,23386497,23,0
91,204,77455,32321880,22,0
109,244,67525,24584217,21,0
11,25,83534,68271097,26,0
14,32,15195,4580570,26,0
34,76,40000,12880398,24,0
22,49,57369,9975093,25,0
27,62,37016,43468334,24,0
30,68,37557,20700442,24,0
3,8,38514,45041109,29,0
92,207,90356,71252867,23,0
19,42,35949,26182551,25,0
88,196,43705,27259082,22,0
27,62,50352,61732707,24,0
30,67,47844,68412968,24,0
163,366,64774,36878578,21,1
16,37,48767,47859435,26,0
183,411,50547,39466314,20,0
75,169,38813,22761336,22,0
25,56,65207,71723248,25,0
242,542,33427,36663145,20,0
93,207,18415,9414297,22,0
96,215,54704,47219071,22,0
6,15,17099,24063052,27,0
106,238,11645,37623599,21,0
146,326,37033,21116014,21,1
66,149,75967,56386310,23,0
36,82,34424,18797899,24,0
31,71,44190,2705909,24,0
22,49,52983,2182215,25,0
46,103,39648,66011481,23,0
139,311,24565,40472162,21,0
119,266,36740,55872879,21,0
35,78,28113,9888718,24,0
14,32,33242,5638643,26,0
84,187,61152,59480751,22,0
38,87,48954,18405815,24,0
11,25,56660,4380841,23,0
29,65,21343,6222230,24,0
11,25,28493,2328316,26,0
92,206,25960,24079843,22,0
22,49,42442,3864275,25,0
16,35,41038,696583,26,0
27,62,58507,65490435,24,0
60,136,40296,73890858,23,0
193,432,54021,47316435,20,0
9,21,43134,23924199,27,0
66,149,48700,70287482,23,0
104,234,46333,65207106,22,0
11,25,50462,512363,26,0
7,17,25588,863375,27,0
175,392,82743,69890936,20,0
60,136,21440,9063575,23,0
6,14,45213,322516,28,0
160,358,71294,21540123,21,0
96,215,17493,45226512,22,0
76,171,54256,24987400,22,0
6,13,33299,443710,28,0
121,271,46670,23729397,21,1
242,542,48548,70923964,20,0
11,25,41421,17461626,26,0
62,138,38820,56968757,23,0
33,74,39705,20712821,24,0
55,124,32446,29905424,23,0
76,171,62625,24468961,22,0
22,49,17692,29566637,25,0
101,227,34315,30735563,22,0
220,492,74902,69109182,20,0
15,35,31119,3417281,26,0
31,71,87054,71807309,24,0
14,32,7780,16013249,26,0
58,130,38162,59221457,23,0
88,196,48283,70773078,22,0
15,34,17595,32333120,26,0
48,108,39866,10505498,23,0
84,187,47020,14898030,22,0
210,469,32137,37165431,20,0
96,215,60663,49294322,22,0
33,74,25477,6207552,24,0
6,13,56438,73881516,28,0
252,564,53635,72723117,20,0
40,89,26226,26740078,24,0
68,154,43505,27457805,22,0
58,130,34527,23315077,23,0
88,196,41703,18552033,22,0
77,172,47029,36735953,22,0
275,616,81355,21720795,19,1
48,108,13439,26201547,23,0
7,17,8344,39374875,27,0
29,65,73080,61813896,24,0
20,45,22693,1860606,25,0
15,34,57724,2460045,26,0
80,179,42691,51153743,22,0
38,85,23287,22464035,24,0
50,113,30115,45595984,23,0
63,142,32941,58844377,23,0
13,29,60201,17379294,26,0
36,82,58828,57228488,24,0
96,215,42280,43906210,22,0
12,27,40612,39202844,26,0
33,74,31239,39212356,24,0
21,47,36361,38676096,25,0
27,62,80650,6599155,24,0
101,225,76529,62204642,22,0
63,142,19184,19361083,23,0
13,31,35968,19962699,26,0
34,76,31043,34273991,24,0
42,94,34314,15934753,24,0
18,41,61038,3944568,25,0
8,17,29427,20285581,27,0
192,430,64278,63942250,20,0
36,82,69757,50325973,24,0
26,59,34642,47176577,25,0
204,457,21169,70455461,20,0
30,68,24453,63239157,23,0
53,118,86974,23079206,23,0
19,43,40888,38195307,25,0
3,6,13472,24114812,29,0
1,3,60774,36003910,31,0
63,142,32019,36323581,23,0
48,108,5566,22713734,23,0
13,31,23704,69210433,26,0
28,63,30183,58718737,24,0
33,74,55979,50721115,24,0
160,358,51335,70696467,21,0
21,47,25467,39357043,25,0
8,19,11244,27918607,27,0
16,37,43981,19141024,26,0
66,149,86914,27129591,23,0
69,156,26818,27032177,22,0
15,34,39806,439164,26,0
23,51,30187,1968003,25,0
60,136,6039,40296001,23,0
66,149,55842,31425506,23,0
42,94,66616,51583910,24,0
60,136,101023,74440376,23,0
40,91,51605,18697818,24,0
46,103,63072,7875779,23,0
127,284,41515,26608485,21,0
33,74,71659,47520099,24,0
152,342,61137,35039910,21,1
42,94,49970,59477476,24,0
140,313,37225,64486536,21,1
116,259,36588,29762052,21,0
5,12,37813,5225575,28,0
3,7,15791,54306023,29,0
33,74,35437,28343557,24,0
29,65,25557,4117841,24,0
231,517,91208,63664291,23,1
12,27,43599,31870246,23,0
69,156,50302,70361925,22,0
35,78,22212,51812896,24,0
69,156,20913,43614878,22,0
18,41,27707,22386506,25,0
133,297,69552,72991425,21,0
175,392,76196,43946887,20,1
76,171,44984,35501330,22,0
44,99,37759,15291707,23,0
221,494,56196,53394520,20,0
8,19,20382,1677863,27,0
183,411,65268,61394239,20,0
29,65,48148,5307434,24,0
14,33,32798,22827335,26,0
192,430,62989,66671800,20,0
121,271,33641,20014463,21,0
201,450,51351,45346719,20,1
242,542,62832,56031580,23,0
14,33,49727,40550571,26,0
229,512,56967,38699424,20,0
31,71,29874,5675427,24,0
62,139,13221,16355741,23,0
20,45,28311,57891925,25,0
178,399,57163,33574336,20,0
324,724,74303,52635529,19,0
40,89,19144,11810172,24,0
38,85,67826,38453472,24,0
15,34,34413,37110513,26,0
19,43,14837,30238123,25,0
183,411,25673,30406671,23,1
12,27,36563,40834756,26,0
2,5,99911,58592286,30,0
5,12,41969,32182732,28,0
69,156,33659,55783561,22,0
44,98,58893,32364000,23,0
80,180,22004,9686839,22,0
56,125,15949,53293214,23,0
8,18,61442,61161654,27,0
175,392,9090,74349456,20,0
13,31,12685,7386524,26,0
23,51,67672,67568725,25,0
12,27,60940,48450067,26,0
201,450,91648,12791225,20,0
7,16,52840,42297497,27,0
6,13,25298,49359649,28,0
278,622,27638,68198219,19,0
73,163,60250,2115089,22,0
50,113,48407,44706022,23,0
227,508,20577,36238526,20,1
60,136,32632,3455327,23,0
21,48,31562,5756903,25,0
16,37,29968,1997998,26,0
291,651,32626,42808077,19,0
42,95,29928,68634899,23,0
2,5,27836,49815740,23,0
33,74,42795,31767815,24,0
9,20,21839,59594445,27,0
11,24,20852,39421409,26,0
12,27,56990,26573330,26,0
50,113,37207,10668723,23,0
73,163,55010,31131744,22,0
49,110,59294,44950887,23,0
77,172,71077,69383585,22,0
2,5,51686,13403,30,0
111,248,94792,74375444,21,1
175,392,49357,19611759,20,0
25,56,52275,33798986,25,0
133,297,23195,74767382,21,0
110,247,70942,52052888,21,0
55,124,44190,30300827,23,0
31,71,40815,50045013,24,0
112,251,26357,5429580,21,1
44,98,67826,58199979,23,0
5,11,64352,72063495,28,0
8,19,19627,8958818,27,0
211,472,92967,40265082,20,1
274,613,16717,23711388,19,0
35,78,11508,6229182,24,0
25,57,9425,51036487,25,0
66,149,35504,58008606,23,0
26,59,23505,25748971,25,0
8,19,26010,7640167,27,0
19,43,43718,61056216,25,0
25,58,54371,34366488,25,0
16,35,48920,44788484,26,0
279,625,60122,59154233,19,0
58,130,42695,15683627,23,0
66,149,31912,18547115,23,0
6,14,36773,30739704,28,0
8,18,17100,29393479,27,0
19,43,36356,47587310,25,0
19,43,22054,65130424,25,0
113,254,69971,41866548,21,0
27,60,22773,7601357,24,0
58,130,29291,65406886,23,0
30,68,52284,47282444,24,0
14,32,62688,65147379,26,0
34,77,31818,18384937,24,0
16,37,19897,47570557,26,0
46,103,22145,13427184,23,0
23,51,36985,3547763,25,0
112,251,24596,8770765,21,1
116,259,13736,40859352,21,0
5,11,75739,235933,28,0
7,16,29363,62020825,27,0
13,29,23306,2932723,26,0
167,375,95893,64889751,21,0
54,120,93045,67173565,23,0
44,98,22531,24341188,23,0
25,56,38389,21732012,25,0
7,17,55293,61354801,27,0
84,187,10039,38526087,22,0
201,450,3422,74560152,20,0
101,225,69211,51652800,22,1
20,45,25412,27830872,25,0
96,215,38297,74735477,22,0
10,23,45217,59455778,27,0
5,11,81752,110581,28,0
69,156,18142,21963565,22,0
278,622,86945,21496565,19,1
167,375,46878,51838557,21,1
42,94,26173,61230861,24,0
3,8,11410,17348434,29,0
92,207,21423,71039562,22,0
44,98,36147,7636988,23,0
50,113,47826,61436651,23,0
15,34,16027,39153575,26,0
48,108,29996,42146388,23,0
8,17,38548,16447027,27,0
42,94,71980,72095640,24,0
66,149,41569,36474411,23,0
27,62,32815,6348240,24,0
16,36,25274,14895156,26,0
44,98,49680,63787432,23,0
9,21,11734,26017671,27,0
21,47,17861,15468877,25,0
48,108,14083,12939525,23,0
8,19,44899,23245189,27,0
46,103,17450,53108448,23,0
110,247,69231,43100824,21,0
22,49,46188,3452755,25,0
229,512,50163,34747395,20,0
242,494,68138,36265296,20,0
12,27,43389,13670336,26,0
88,196,28994,37610466,22,0
17,39,47330,30834366,25,0
36,82,60250,11606124,24,0
23,51,48801,37075819,25,0
10,23,39216,26945149,27,0
146,326,49766,14507713,21,0
35,78,38396,41366358,24,0
121,271,16164,64086413,21,0
16,37,64728,43414224,26,0
63,142,48901,55381151,23,0
223,498,29265,48189056,20,1
14,32,27212,6759647,26,0
50,113,18827,21091882,23,0
96,216,48783,64304370,22,0
8,19,54374,1927186,27,0
69,156,35199,46030275,22,0
24,53,32014,57499788,23,0
50,113,10603,24270631,23,0
5,13,9166,17712286,28,0
96,215,55150,10019335,22,0
234,524,34639,4847913,20,1
